grid,drv_pts_to_date,drv_roll_pts_5,drv_roll_pos_5,drv_roll_dnf_5,con_pts_to_date,con_roll_pts_5,round_norm,win,season
5,1.0,1.0,10.0,0.0,5.0,1.6666666666666667,0.4,0,2025
16,0.0,0.0,11.0,0.0,0.0,0.0,0.4,0,2025
1,30.0,15.0,3.0,0.0,30.0,7.5,0.6,1,2025
2,43.0,21.5,1.5,0.0,70.0,17.5,0.6,0,2025
3,27.0,13.5,5.0,0.0,88.0,17.6,0.6,0,2025
4,4.0,2.0,13.0,0.5,5.0,1.25,0.6,0,2025
5,30.0,15.0,3.0,0.0,50.0,12.5,0.6,0,2025
6,20.0,10.0,5.0,0.0,60.0,12.0,0.6,0,2025
8,1.0,0.5,14.5,0.5,17.0,3.4,0.6,0,2025
7,0.0,0.0,15.5,0.5,0.0,0.0,0.6,0,2025
9,16.0,8.0,6.0,0.0,17.0,4.25,0.6,0,2025
10,4.0,2.0,11.0,0.0,14.0,3.5,0.6,0,2025
12,0.0,0.0,17.0,1.0,10.0,2.5,0.6,0,2025
14,0.0,0.0,14.0,0.0,55.0,11.0,0.6,0,2025
11,0.0,0.0,15.5,0.5,0.0,0.0,0.6,0,2025
15,1.0,0.5,14.0,0.5,19.0,3.8,0.6,0,2025
19,0.0,0.0,16.0,0.5,0.0,0.0,0.6,0,2025
16,6.0,3.0,11.0,0.0,6.0,1.5,0.6,0,2025
13,0.0,0.0,13.5,0.5,4.0,0.8,0.6,0,2025
18,10.0,5.0,9.0,0.0,15.0,3.0,0.6,0,2025
17,0.0,0.0,15.0,0.5,6.0,1.2,0.6,0,2025
20,10.0,5.0,7.5,0.0,10.0,2.0,0.6,0,2025
1,42.0,14.0,4.333333333333333,0.0,103.0,15.6,0.8,1,2025
3,40.0,13.333333333333334,3.6666666666666665,0.0,68.0,10.6,0.8,0,2025
6,61.0,20.333333333333332,1.6666666666666667,0.0,128.0,20.2,0.8,0,2025
2,16.0,5.333333333333333,10.0,0.3333333333333333,23.0,3.8,0.8,0,2025
9,7.0,2.3333333333333335,12.0,0.3333333333333333,35.0,6.0,0.8,0,2025
7,55.0,18.333333333333332,2.3333333333333335,0.0,55.0,7.4,0.8,0,2025
4,0.0,0.0,14.666666666666666,0.3333333333333333,0.0,0.0,0.8,0,2025
14,10.0,3.3333333333333335,12.0,0.0,15.0,3.0,0.8,0,2025
10,0.0,0.0,13.333333333333334,0.0,63.0,9.0,0.8,0,2025
20,5.0,1.6666666666666667,10.666666666666666,0.0,19.0,3.8,0.8,0,2025
5,28.0,9.333333333333334,5.333333333333333,0.0,86.0,11.8,0.8,0,2025
15,18.0,6.0,7.0,0.0,19.0,1.8,0.8,0,2025
12,4.0,1.3333333333333333,13.0,0.3333333333333333,4.0,0.8,0.8,0,2025
11,0.0,0.0,15.666666666666666,0.3333333333333333,6.0,1.2,0.8,0,2025
13,0.0,0.0,15.0,0.6666666666666666,10.0,0.4,0.8,0,2025
17,0.0,0.0,14.666666666666666,0.3333333333333333,4.0,0.8,0.8,0,2025
19,10.0,3.3333333333333335,11.666666666666666,0.0,10.0,0.4,0.8,0,2025
18,0.0,0.0,16.333333333333332,0.3333333333333333,6.0,0.0,0.8,0,2025
8,1.0,0.3333333333333333,14.0,0.3333333333333333,19.0,1.8,0.8,0,2025
16,6.0,2.0,12.666666666666666,0.0,6.0,0.0,0.8,0,2025
2,67.0,16.75,3.5,0.0,143.0,18.2,1.0,1,2025
1,63.0,15.75,3.25,0.0,65.0,7.0,1.0,0,2025
4,28.0,7.0,8.5,0.25,45.0,8.0,1.0,0,2025
10,76.0,19.0,2.0,0.0,168.0,19.6,1.0,0,2025
3,58.0,14.5,3.25,0.0,86.0,8.8,1.0,0,2025
5,28.0,7.0,6.75,0.0,96.0,9.2,1.0,0,2025
7,17.0,4.25,10.25,0.25,60.0,11.0,1.0,0,2025
6,1.0,0.25,15.25,0.5,19.0,0.6,1.0,0,2025
11,18.0,4.5,8.25,0.0,23.0,1.2,1.0,0,2025
14,4.0,1.0,13.0,0.25,4.0,0.8,1.0,0,2025
13,0.0,0.0,15.0,0.5,10.0,0.0,1.0,0,2025
12,0.0,0.0,15.0,0.25,5.0,1.0,1.0,0,2025
15,6.0,1.5,10.5,0.0,20.0,2.0,1.0,0,2025
19,14.0,3.5,11.0,0.0,20.0,1.2,1.0,0,2025
18,6.0,1.5,14.5,0.25,6.0,0.0,1.0,0,2025
16,10.0,2.5,13.0,0.0,10.0,0.0,1.0,0,2025
17,0.0,0.0,15.25,0.25,6.0,1.2,1.0,0,2025
20,0.0,0.0,16.75,0.25,6.0,0.0,1.0,0,2025
8,2.0,0.5,12.25,0.0,83.0,10.6,1.0,0,2025
9,6.0,1.5,12.75,0.25,6.0,1.2,1.0,0,2025
